Category,Message,tokenize,proc_message
ham,me too have a lovely night xxx,"['love', 'night', 'xxx']",love night xxx
ham,prepare to be pleasured ,"['prepar', 'pleasur']",prepar pleasur
ham,hitechnical supportproviding assistance to us customer through call and email,"['hitechn', 'supportprovid', 'assist', 'us', 'custom', 'call', 'email']",hitechn supportprovid assist us custom call email
ham,if you text on your way to cup stop that should work and that should be bus,"['text', 'way', 'cup', 'stop', 'work', 'bu']",text way cup stop work bu
ham,whens your radio show,"['when', 'radio', 'show']",when radio show
spam,your unique user id is 1172 for removal send stop to 87239 customer services 08708034412,"['uniqu', 'user', 'id', '1172', 'remov', 'send', 'stop', '87239', 'custom', 'servic', '08708034412']",uniqu user id 1172 remov send stop 87239 custom servic 08708034412
ham,im not sure if its still available though,"['im', 'sure', 'still', 'avail', 'though']",im sure still avail though
ham,watever relation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories feeling,"['watev', 'relat', 'u', 'built', 'di', 'world', 'thing', 'remain', 'atlast', 'iz', 'lonlin', 'lotz', 'n', 'lot', 'memori', 'feel']",watev relat u built di world thing remain atlast iz lonlin lotz n lot memori feel
ham,cheers lou yeah was a goodnite shame u neva came c ya gailxx,"['cheer', 'lou', 'yeah', 'goodnit', 'shame', 'u', 'neva', 'came', 'c', 'ya', 'gailxx']",cheer lou yeah goodnit shame u neva came c ya gailxx
ham,hii got the money da,"['hii', 'got', 'money', 'da']",hii got money da
ham,ok then u tell me wat time u coming later lor,"['ok', 'u', 'tell', 'wat', 'time', 'u', 'come', 'later', 'lor']",ok u tell wat time u come later lor
ham,u repeat e instructions again wats e road name of ur house,"['u', 'repeat', 'e', 'instruct', 'wat', 'e', 'road', 'name', 'ur', 'hous']",u repeat e instruct wat e road name ur hous
ham,quite lor but dun tell him wait he get complacent,"['quit', 'lor', 'dun', 'tell', 'wait', 'get', 'complac']",quit lor dun tell wait get complac
ham,sorry completely forgot  will pop em round this week if your still here,"['sorri', 'complet', 'forgot', 'pop', 'em', 'round', 'week', 'still']",sorri complet forgot pop em round week still
ham,u r the most beautiful girl ive ever seen u r my baby come and c me in the common room,"['u', 'r', 'beauti', 'girl', 'ive', 'ever', 'seen', 'u', 'r', 'babi', 'come', 'c', 'common', 'room']",u r beauti girl ive ever seen u r babi come c common room
ham,o we cant see if we can join denis and mina or does denis want alone time,"['cant', 'see', 'join', 'deni', 'mina', 'deni', 'want', 'alon', 'time']",cant see join deni mina deni want alon time
ham,sen told that he is going to join his uncle finance in cbe,"['sen', 'told', 'go', 'join', 'uncl', 'financ', 'cbe']",sen told go join uncl financ cbe
ham,yup hey then one day on fri we can ask miwa and jiayin take leave go karaoke,"['yup', 'hey', 'one', 'day', 'fri', 'ask', 'miwa', 'jiayin', 'take', 'leav', 'go', 'karaok']",yup hey one day fri ask miwa jiayin take leav go karaok
ham,call me i am senthil from hsbc,"['call', 'senthil', 'hsbc']",call senthil hsbc
ham,especially since i talk about boston all up in my personal statement lol i woulda changed that if i had realized it said nyc it says boston now,"['especi', 'sinc', 'talk', 'boston', 'person', 'statement', 'lol', 'woulda', 'chang', 'realiz', 'said', 'nyc', 'say', 'boston']",especi sinc talk boston person statement lol woulda chang realiz said nyc say boston
ham,indeed and by the way it was either or  not both ,"['inde', 'way', 'either']",inde way either
spam,urgent call 09066649731from landline your complimentary 4 ibiza holiday or 10000 cash await collection sae tcs po box 434 sk3 8wp 150ppm 18,"['urgent', 'call', '09066649731from', 'landlin', 'complimentari', '4', 'ibiza', 'holiday', '10000', 'cash', 'await', 'collect', 'sae', 'tc', 'po', 'box', '434', 'sk3', '8wp', '150ppm', '18']",urgent call 09066649731from landlin complimentari 4 ibiza holiday 10000 cash await collect sae tc po box 434 sk3 8wp 150ppm 18
ham,holy living christ what is taking you so long,"['holi', 'live', 'christ', 'take', 'long']",holi live christ take long
ham,ü thk of wat to eat tonight,"['ü', 'thk', 'wat', 'eat', 'tonight']",ü thk wat eat tonight
ham,thanx yup we coming back on sun finish dinner going back 2 hotel now time flies were tog 4 exactly a mth today hope well haf many more mths to come,"['thanx', 'yup', 'come', 'back', 'sun', 'finish', 'dinner', 'go', 'back', '2', 'hotel', 'time', 'fli', 'tog', '4', 'exactli', 'mth', 'today', 'hope', 'well', 'haf', 'mani', 'mth', 'come']",thanx yup come back sun finish dinner go back 2 hotel time fli tog 4 exactli mth today hope well haf mani mth come
ham,were on the opposite side from where we dropped you off,"['opposit', 'side', 'drop']",opposit side drop
ham,yup izzit still raining heavily cos im in e mrt i cant c outside,"['yup', 'izzit', 'still', 'rain', 'heavili', 'co', 'im', 'e', 'mrt', 'cant', 'c', 'outsid']",yup izzit still rain heavili co im e mrt cant c outsid
ham,send me your resume,"['send', 'resum']",send resum
ham,gd luck 4 ur exams ,"['gd', 'luck', '4', 'ur', 'exam']",gd luck 4 ur exam
ham,or u ask they all if next sat can a not if all of them can make it then im ok lor,"['u', 'ask', 'next', 'sat', 'make', 'im', 'ok', 'lor']",u ask next sat make im ok lor
ham,sorry that was my uncle ill keep in touch,"['sorri', 'uncl', 'ill', 'keep', 'touch']",sorri uncl ill keep touch
ham,saw guys and dolls last night with patrick swayze it was great,"['saw', 'guy', 'doll', 'last', 'night', 'patrick', 'swayz', 'great']",saw guy doll last night patrick swayz great
spam,urgent this is our 2nd attempt to contact u your 900 prize from yesterday is still awaiting collection to claim call now 09061702893,"['urgent', '2nd', 'attempt', 'contact', 'u', '900', 'prize', 'yesterday', 'still', 'await', 'collect', 'claim', 'call', '09061702893']",urgent 2nd attempt contact u 900 prize yesterday still await collect claim call 09061702893
spam,santa calling would your little ones like a call from santa xmas eve call 09077818151 to book you time calls150ppm last 3mins 30s tc wwwsantacallingcom,"['santa', 'call', 'would', 'littl', 'one', 'like', 'call', 'santa', 'xma', 'eve', 'call', '09077818151', 'book', 'time', 'calls150ppm', 'last', '3min', '30', 'tc', 'wwwsantacallingcom']",santa call would littl one like call santa xma eve call 09077818151 book time calls150ppm last 3min 30 tc wwwsantacallingcom
ham,just come home i dont want u to be miserable,"['come', 'home', 'dont', 'want', 'u', 'miser']",come home dont want u miser
ham,i dont know why shes not getting your messages,"['dont', 'know', 'she', 'get', 'messag']",dont know she get messag
ham,its cool but tyler had to take off so were gonna buy for him and drop it off at his place later tonight our total order is a quarter you got enough,"['cool', 'tyler', 'take', 'gon', 'na', 'buy', 'drop', 'place', 'later', 'tonight', 'total', 'order', 'quarter', 'got', 'enough']",cool tyler take gon na buy drop place later tonight total order quarter got enough
ham,the guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me im nervous because of course now he may have my address should i call his boss and tell him knowing this may get him fired,"['guy', 'car', 'shop', 'flirt', 'got', 'phone', 'number', 'paperwork', 'call', 'text', 'im', 'nervou', 'cours', 'may', 'address', 'call', 'boss', 'tell', 'know', 'may', 'get', 'fire']",guy car shop flirt got phone number paperwork call text im nervou cours may address call boss tell know may get fire
ham,how do you plan to manage that,"['plan', 'manag']",plan manag
ham,er hello things didnt quite go to plan  is limping slowly home followed by aa and with exhaust hanging off,"['er', 'hello', 'thing', 'didnt', 'quit', 'go', 'plan', 'limp', 'slowli', 'home', 'follow', 'aa', 'exhaust', 'hang']",er hello thing didnt quit go plan limp slowli home follow aa exhaust hang
ham,sorry for the delay yes masters,"['sorri', 'delay', 'ye', 'master']",sorri delay ye master
ham,call me when u finish then i come n pick u,"['call', 'u', 'finish', 'come', 'n', 'pick', 'u']",call u finish come n pick u
spam,private your 2004 account statement for 0784987 shows 786 unredeemed bonus points to claim call 08719180219 identifier code 45239 expires 060505,"['privat', '2004', 'account', 'statement', '0784987', 'show', '786', 'unredeem', 'bonu', 'point', 'claim', 'call', '08719180219', 'identifi', 'code', '45239', 'expir', '060505']",privat 2004 account statement 0784987 show 786 unredeem bonu point claim call 08719180219 identifi code 45239 expir 060505
ham,whats up my own oga left my phone at home and just saw ur messages hope you are good have a great weekend,"['what', 'oga', 'left', 'phone', 'home', 'saw', 'ur', 'messag', 'hope', 'good', 'great', 'weekend']",what oga left phone home saw ur messag hope good great weekend
ham,dont worry though i understand how important it is that i be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me brb gonna go kill myself,"['dont', 'worri', 'though', 'understand', 'import', 'put', 'place', 'poorli', 'thought', 'punish', 'face', 'worst', 'thing', 'ever', 'happen', 'brb', 'gon', 'na', 'go', 'kill']",dont worri though understand import put place poorli thought punish face worst thing ever happen brb gon na go kill
ham,honey can you pls find out how much they sell predicte in nigeria and how many times can it be used its very important to have a reply before monday,"['honey', 'pl', 'find', 'much', 'sell', 'predict', 'nigeria', 'mani', 'time', 'use', 'import', 'repli', 'monday']",honey pl find much sell predict nigeria mani time use import repli monday
ham,e admin building there i might b slightly earlier ill call u when im reaching,"['e', 'admin', 'build', 'might', 'b', 'slightli', 'earlier', 'ill', 'call', 'u', 'im', 'reach']",e admin build might b slightli earlier ill call u im reach
ham,fyi im at usf now swing by the room whenever,"['fyi', 'im', 'usf', 'swing', 'room', 'whenev']",fyi im usf swing room whenev
ham,i can call in  ltgt  min if thats ok,"['call', 'ltgt', 'min', 'that', 'ok']",call ltgt min that ok
ham,ü no home work to do meh,"['ü', 'home', 'work', 'meh']",ü home work meh
ham,anything is valuable in only 2 situations first before getting it second after loosing it,"['anyth', 'valuabl', '2', 'situat', 'first', 'get', 'second', 'loos']",anyth valuabl 2 situat first get second loos
ham,me too mark is taking forever to pick up my prescription and the pain is coming back,"['mark', 'take', 'forev', 'pick', 'prescript', 'pain', 'come', 'back']",mark take forev pick prescript pain come back
ham,hows ur paper,"['how', 'ur', 'paper']",how ur paper
ham,got smaller capacity one quite ex,"['got', 'smaller', 'capac', 'one', 'quit', 'ex']",got smaller capac one quit ex
spam,check out choose your babe videos  smsshsexnetun fgkslpopw fgkslpo,"['check', 'choos', 'babe', 'video', 'smsshsexnetun', 'fgkslpopw', 'fgkslpo']",check choos babe video smsshsexnetun fgkslpopw fgkslpo
ham,im good i have been thinking about you,"['im', 'good', 'think']",im good think
spam,u r a winner u ave been specially selected 2 receive 1000 cash or a 4 holiday flights inc speak to a live operator 2 claim 0871277810710pmin 18 ,"['u', 'r', 'winner', 'u', 'ave', 'special', 'select', '2', 'receiv', '1000', 'cash', '4', 'holiday', 'flight', 'inc', 'speak', 'live', 'oper', '2', 'claim', '0871277810710pmin', '18']",u r winner u ave special select 2 receiv 1000 cash 4 holiday flight inc speak live oper 2 claim 0871277810710pmin 18
ham, ,[],
ham,not thought bout it  drink in tap  spile at seven  is that pub on gas st off broad st by canal  ok,"['thought', 'bout', 'drink', 'tap', 'spile', 'seven', 'pub', 'ga', 'st', 'broad', 'st', 'canal', 'ok']",thought bout drink tap spile seven pub ga st broad st canal ok
ham,i am going to sleep i am tired of travel,"['go', 'sleep', 'tire', 'travel']",go sleep tire travel
ham,haha just what i was thinkin,"['haha', 'thinkin']",haha thinkin
ham,yup but its not giving me problems now so mayb ill jus leave it,"['yup', 'give', 'problem', 'mayb', 'ill', 'ju', 'leav']",yup give problem mayb ill ju leav
ham,lol no just trying to make your day a little more interesting,"['lol', 'tri', 'make', 'day', 'littl', 'interest']",lol tri make day littl interest
ham,how long before you get reply just defer admission til next semester,"['long', 'get', 'repli', 'defer', 'admiss', 'til', 'next', 'semest']",long get repli defer admiss til next semest
ham,the word checkmate in chess comes from the persian phrase shah maat which means the king is dead goodmorning have a good day,"['word', 'checkmat', 'chess', 'come', 'persian', 'phrase', 'shah', 'maat', 'mean', 'king', 'dead', 'goodmorn', 'good', 'day']",word checkmat chess come persian phrase shah maat mean king dead goodmorn good day
ham,po de  no need job aha,"['po', 'de', 'need', 'job', 'aha']",po de need job aha
ham,rats hey did u ever vote for the next themes,"['rat', 'hey', 'u', 'ever', 'vote', 'next', 'theme']",rat hey u ever vote next theme
spam,new mobiles from 2004 must go txt nokia to no 89545  collect yours today from only 1 www4tcbiz 2optout 08718726270150gbpmtmsg18 txtauction,"['new', 'mobil', '2004', 'must', 'go', 'txt', 'nokia', '89545', 'collect', 'today', '1', 'www4tcbiz', '2optout', '08718726270150gbpmtmsg18', 'txtauction']",new mobil 2004 must go txt nokia 89545 collect today 1 www4tcbiz 2optout 08718726270150gbpmtmsg18 txtauction
ham,i hope your pee burns tonite,"['hope', 'pee', 'burn', 'tonit']",hope pee burn tonit
ham,oh rite well im with my best mate pete who i went out with 4 a week now were 2geva again its been longer than a week,"['oh', 'rite', 'well', 'im', 'best', 'mate', 'pete', 'went', '4', 'week', '2geva', 'longer', 'week']",oh rite well im best mate pete went 4 week 2geva longer week
ham,yay cant wait to party together,"['yay', 'cant', 'wait', 'parti', 'togeth']",yay cant wait parti togeth
ham,photoshop makes my computer shut down,"['photoshop', 'make', 'comput', 'shut']",photoshop make comput shut
ham,all boys made fun of me today ok i have no problem i just sent one message just for fun,"['boy', 'made', 'fun', 'today', 'ok', 'problem', 'sent', 'one', 'messag', 'fun']",boy made fun today ok problem sent one messag fun
ham,thats one of the issues but california is okay no snow so its manageable,"['that', 'one', 'issu', 'california', 'okay', 'snow', 'manag']",that one issu california okay snow manag
spam,private your 2003 account statement for shows 800 unredeemed s i m points call 08715203652 identifier code 42810 expires 29100,"['privat', '2003', 'account', 'statement', 'show', '800', 'unredeem', 'point', 'call', '08715203652', 'identifi', 'code', '42810', 'expir', '29100']",privat 2003 account statement show 800 unredeem point call 08715203652 identifi code 42810 expir 29100
ham,hmmm mayb can try e shoppin area one but forgot e name of hotel,"['hmmm', 'mayb', 'tri', 'e', 'shoppin', 'area', 'one', 'forgot', 'e', 'name', 'hotel']",hmmm mayb tri e shoppin area one forgot e name hotel
ham,awesome that gonna be soon or later tonight,"['awesom', 'gon', 'na', 'soon', 'later', 'tonight']",awesom gon na soon later tonight
ham,i need details about that online job,"['need', 'detail', 'onlin', 'job']",need detail onlin job
ham,missing you toopray inshah allah,"['miss', 'toopray', 'inshah', 'allah']",miss toopray inshah allah
ham,pls help me tell ashley that i cant find her number oh,"['pl', 'help', 'tell', 'ashley', 'cant', 'find', 'number', 'oh']",pl help tell ashley cant find number oh
ham,sthis will increase the chance of winning,"['sthi', 'increas', 'chanc', 'win']",sthi increas chanc win
ham,either way works for me i am  ltgt  years old hope that doesnt bother you,"['either', 'way', 'work', 'ltgt', 'year', 'old', 'hope', 'doesnt', 'bother']",either way work ltgt year old hope doesnt bother
ham,maybe you should find something else to do instead,"['mayb', 'find', 'someth', 'els', 'instead']",mayb find someth els instead
ham,gain the rights of a wifedont demand iti am trying as husband toolets see,"['gain', 'right', 'wifedont', 'demand', 'iti', 'tri', 'husband', 'toolet', 'see']",gain right wifedont demand iti tri husband toolet see
ham,i liked your new house,"['like', 'new', 'hous']",like new hous
ham,im fine hope you are also,"['im', 'fine', 'hope', 'also']",im fine hope also
ham,also north carolina and texas atm you would just go to the gre site and pay for the test results to be sent,"['also', 'north', 'carolina', 'texa', 'atm', 'would', 'go', 'gre', 'site', 'pay', 'test', 'result', 'sent']",also north carolina texa atm would go gre site pay test result sent
ham,same to u,['u'],u
ham,yes baby i need to stretch open your pussy,"['ye', 'babi', 'need', 'stretch', 'open', 'pussi']",ye babi need stretch open pussi
ham,thanks  and  or bomb and date as my phone wanted to say,"['thank', 'bomb', 'date', 'phone', 'want', 'say']",thank bomb date phone want say
ham,hey a guy i know is breathing down my neck to get him some bud anyway youd be able to get a half track to usf tonight,"['hey', 'guy', 'know', 'breath', 'neck', 'get', 'bud', 'anyway', 'youd', 'abl', 'get', 'half', 'track', 'usf', 'tonight']",hey guy know breath neck get bud anyway youd abl get half track usf tonight
ham,response is one of d powerful weapon 2 occupy a place in others heart so always give response 2 who cares 4 u gud nightswt dreamstake care,"['respons', 'one', 'power', 'weapon', '2', 'occupi', 'place', 'other', 'heart', 'alway', 'give', 'respons', '2', 'care', '4', 'u', 'gud', 'nightswt', 'dreamstak', 'care']",respons one power weapon 2 occupi place other heart alway give respons 2 care 4 u gud nightswt dreamstak care
ham,nokia phone is lovly,"['nokia', 'phone', 'lovli']",nokia phone lovli
spam,free messagethanks for using the auction subscription service 18  150pmsgrcvd 2 skip an auction txt out 2 unsubscribe txt stop customercare 08718726270,"['free', 'messagethank', 'use', 'auction', 'subscript', 'servic', '18', '150pmsgrcvd', '2', 'skip', 'auction', 'txt', '2', 'unsubscrib', 'txt', 'stop', 'customercar', '08718726270']",free messagethank use auction subscript servic 18 150pmsgrcvd 2 skip auction txt 2 unsubscrib txt stop customercar 08718726270
ham,sorry datoday i wont come to playi have driving clas,"['sorri', 'datoday', 'wont', 'come', 'playi', 'drive', 'cla']",sorri datoday wont come playi drive cla
ham,im really sorry i lit your hair on fire,"['im', 'realli', 'sorri', 'lit', 'hair', 'fire']",im realli sorri lit hair fire
ham,oh shit i thought that was your trip loooooool  that just makes so much more sense now  grins and the sofa reference was  the sleep on a couch link you sent me  wasnt that how you went on your trip  oh  and didnt your babe go with you for that celebration with your rents,"['oh', 'shit', 'thought', 'trip', 'loooooool', 'make', 'much', 'sens', 'grin', 'sofa', 'refer', 'sleep', 'couch', 'link', 'sent', 'wasnt', 'went', 'trip', 'oh', 'didnt', 'babe', 'go', 'celebr', 'rent']",oh shit thought trip loooooool make much sens grin sofa refer sleep couch link sent wasnt went trip oh didnt babe go celebr rent
ham,okey dokey swashbuckling stuff what oh,"['okey', 'dokey', 'swashbuckl', 'stuff', 'oh']",okey dokey swashbuckl stuff oh
ham,1 tension face 2 smiling face 3 waste face 4 innocent face 5terror face 6cruel face 7romantic face 8lovable face 9decent face  ltgt joker face,"['1', 'tension', 'face', '2', 'smile', 'face', '3', 'wast', 'face', '4', 'innoc', 'face', '5terror', 'face', '6cruel', 'face', '7romant', 'face', '8lovabl', 'face', '9decent', 'face', 'ltgt', 'joker', 'face']",1 tension face 2 smile face 3 wast face 4 innoc face 5terror face 6cruel face 7romant face 8lovabl face 9decent face ltgt joker face
ham,dips cell dead so i m coming with him u better respond else we shall come back,"['dip', 'cell', 'dead', 'come', 'u', 'better', 'respond', 'els', 'shall', 'come', 'back']",dip cell dead come u better respond els shall come back
ham,well you know what i mean texting,"['well', 'know', 'mean', 'text']",well know mean text
ham,hi dis is yijue i would be happy to work wif ü all for gek1510,"['hi', 'di', 'yiju', 'would', 'happi', 'work', 'wif', 'ü', 'gek1510']",hi di yiju would happi work wif ü gek1510
ham,lol oops sorry have fun,"['lol', 'oop', 'sorri', 'fun']",lol oop sorri fun
ham,wat happened to the cruise thing,"['wat', 'happen', 'cruis', 'thing']",wat happen cruis thing
ham,i know dat feelin had it with pete wuld get with em  nuther place nuther time mayb,"['know', 'dat', 'feelin', 'pete', 'wuld', 'get', 'em', 'nuther', 'place', 'nuther', 'time', 'mayb']",know dat feelin pete wuld get em nuther place nuther time mayb
spam,lyricalladie21f is inviting you to be her friend reply yes910 or no910 see her wwwsmsacuhmmross stop send stop frnd to 62468,"['lyricalladie21f', 'invit', 'friend', 'repli', 'yes910', 'no910', 'see', 'wwwsmsacuhmmross', 'stop', 'send', 'stop', 'frnd', '62468']",lyricalladie21f invit friend repli yes910 no910 see wwwsmsacuhmmross stop send stop frnd 62468
ham,the worlds most happiest frnds never have the same characters dey just have the best understanding of their differences,"['world', 'happiest', 'frnd', 'never', 'charact', 'dey', 'best', 'understand', 'differ']",world happiest frnd never charact dey best understand differ
ham,yeah just open chat and click friend lists then make the list easy as pie,"['yeah', 'open', 'chat', 'click', 'friend', 'list', 'make', 'list', 'easi', 'pie']",yeah open chat click friend list make list easi pie
ham,alright tylers got a minor crisis and has to be home sooner than he thought so be here asap,"['alright', 'tyler', 'got', 'minor', 'crisi', 'home', 'sooner', 'thought', 'asap']",alright tyler got minor crisi home sooner thought asap
ham,whenwhere do i pick you up,"['whenwher', 'pick']",whenwher pick
ham,as usual u can call me ard 10 smth,"['usual', 'u', 'call', 'ard', '10', 'smth']",usual u call ard 10 smth
ham,for many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections,"['mani', 'thing', 'antibiot', 'use', 'chest', 'abdomen', 'gyna', 'infect', 'even', 'bone', 'infect']",mani thing antibiot use chest abdomen gyna infect even bone infect
ham,poor girl cant go one day lmao,"['poor', 'girl', 'cant', 'go', 'one', 'day', 'lmao']",poor girl cant go one day lmao
ham,or just do that 6times,['6time'],6time
ham,you have to pls make a note of all shes exposed to also find out from her school if anyone else was vomiting is there a dog or cat in the house let me know later,"['pl', 'make', 'note', 'she', 'expos', 'also', 'find', 'school', 'anyon', 'els', 'vomit', 'dog', 'cat', 'hous', 'let', 'know', 'later']",pl make note she expos also find school anyon els vomit dog cat hous let know later
ham,sounds like there could be a lot of time spent in that chastity device boy  grins  or take your beatings like a good dog going to lounge in a nice long bath now ,"['sound', 'like', 'could', 'lot', 'time', 'spent', 'chastiti', 'devic', 'boy', 'grin', 'take', 'beat', 'like', 'good', 'dog', 'go', 'loung', 'nice', 'long', 'bath']",sound like could lot time spent chastiti devic boy grin take beat like good dog go loung nice long bath
ham,its worse if if uses half way then stops its better for him to complete it,"['wors', 'use', 'half', 'way', 'stop', 'better', 'complet']",wors use half way stop better complet
ham,miserable they dont tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months i didnt sleep at all last night,"['miser', 'dont', 'tell', 'u', 'side', 'effect', 'birth', 'control', 'massiv', 'gut', 'wrench', 'cramp', 'first', '2', 'month', 'didnt', 'sleep', 'last', 'night']",miser dont tell u side effect birth control massiv gut wrench cramp first 2 month didnt sleep last night
ham,send me the new number,"['send', 'new', 'number']",send new number
spam,want the latest video handset 750 anytime any network mins half price line rental reply or call 08000930705 for delivery tomorrow,"['want', 'latest', 'video', 'handset', '750', 'anytim', 'network', 'min', 'half', 'price', 'line', 'rental', 'repli', 'call', '08000930705', 'deliveri', 'tomorrow']",want latest video handset 750 anytim network min half price line rental repli call 08000930705 deliveri tomorrow
ham,2 and half years i missed your friendship,"['2', 'half', 'year', 'miss', 'friendship']",2 half year miss friendship
ham,oh for fucks sake shes in like tallahassee,"['oh', 'fuck', 'sake', 'she', 'like', 'tallahasse']",oh fuck sake she like tallahasse
ham,haha that was the first person i was gonna ask,"['haha', 'first', 'person', 'gon', 'na', 'ask']",haha first person gon na ask
spam,ou are guaranteed the latest nokia phone a 40gb ipod mp3 player or a 500 prize txt word collect to no 83355 ibhltd ldnw15h 150pmtmsgrcvd18,"['ou', 'guarante', 'latest', 'nokia', 'phone', '40gb', 'ipod', 'mp3', 'player', '500', 'prize', 'txt', 'word', 'collect', '83355', 'ibhltd', 'ldnw15h', '150pmtmsgrcvd18']",ou guarante latest nokia phone 40gb ipod mp3 player 500 prize txt word collect 83355 ibhltd ldnw15h 150pmtmsgrcvd18
ham,taka lor wat time u wan 2 come n look 4 us,"['taka', 'lor', 'wat', 'time', 'u', 'wan', '2', 'come', 'n', 'look', '4', 'us']",taka lor wat time u wan 2 come n look 4 us
spam, free polyphonic ringtone text super to 87131 to get your free poly tone of the week now 16 sn pobox202 nr31 7zs subscription 450pw,"['free', 'polyphon', 'rington', 'text', 'super', '87131', 'get', 'free', 'poli', 'tone', 'week', '16', 'sn', 'pobox202', 'nr31', '7z', 'subscript', '450pw']",free polyphon rington text super 87131 get free poli tone week 16 sn pobox202 nr31 7z subscript 450pw
ham,im reaching in another 2 stops,"['im', 'reach', 'anoth', '2', 'stop']",im reach anoth 2 stop
ham,no i didnt mean to post it i wrote it and like so many other times ive ritten stuff to you i let it sit there it was what i was feeling at the time i was angry before i left i hit send then stop it wasnt there i checked on my phone when i got to my car it wasnt there you said you didnt sleep you were bored so why wouldnt that be the time to clean fold laundry etc at least make the bed,"['didnt', 'mean', 'post', 'wrote', 'like', 'mani', 'time', 'ive', 'ritten', 'stuff', 'let', 'sit', 'feel', 'time', 'angri', 'left', 'hit', 'send', 'stop', 'wasnt', 'check', 'phone', 'got', 'car', 'wasnt', 'said', 'didnt', 'sleep', 'bore', 'wouldnt', 'time', 'clean', 'fold', 'laundri', 'etc', 'least', 'make', 'bed']",didnt mean post wrote like mani time ive ritten stuff let sit feel time angri left hit send stop wasnt check phone got car wasnt said didnt sleep bore wouldnt time clean fold laundri etc least make bed
spam,warner village 83118 c colin farrell in swat this wkend warner village  get 1 free med popcornjust show msgticketkioskvalid 4712 c tc kiosk reply sony 4 mre film offers,"['warner', 'villag', '83118', 'c', 'colin', 'farrel', 'swat', 'wkend', 'warner', 'villag', 'get', '1', 'free', 'med', 'popcornjust', 'show', 'msgticketkioskvalid', '4712', 'c', 'tc', 'kiosk', 'repli', 'soni', '4', 'mre', 'film', 'offer']",warner villag 83118 c colin farrel swat wkend warner villag get 1 free med popcornjust show msgticketkioskvalid 4712 c tc kiosk repli soni 4 mre film offer
ham,will you come online today night,"['come', 'onlin', 'today', 'night']",come onlin today night
ham,then anything special,"['anyth', 'special']",anyth special
ham,im in solihull  do you want anything,"['im', 'solihul', 'want', 'anyth']",im solihul want anyth
ham,will do have a good day,"['good', 'day']",good day
ham,we regret to inform u that the nhs has made a mistakeu were never actually bornplease report 2 yor local hospital 2b terminatedwe r sorry 4 the inconvenience,"['regret', 'inform', 'u', 'nh', 'made', 'mistakeu', 'never', 'actual', 'bornpleas', 'report', '2', 'yor', 'local', 'hospit', '2b', 'terminatedw', 'r', 'sorri', '4', 'inconveni']",regret inform u nh made mistakeu never actual bornpleas report 2 yor local hospit 2b terminatedw r sorri 4 inconveni
ham,love that holiday monday feeling even if i have to go to the dentists in an hour,"['love', 'holiday', 'monday', 'feel', 'even', 'go', 'dentist', 'hour']",love holiday monday feel even go dentist hour
ham,i am on the way to tirupur,"['way', 'tirupur']",way tirupur
spam,goal arsenal 4 henry 7 v liverpool 2 henry scores with a simple shot from 6 yards from a pass by bergkamp to give arsenal a 2 goal margin after 78 mins,"['goal', 'arsen', '4', 'henri', '7', 'v', 'liverpool', '2', 'henri', 'score', 'simpl', 'shot', '6', 'yard', 'pass', 'bergkamp', 'give', 'arsen', '2', 'goal', 'margin', '78', 'min']",goal arsen 4 henri 7 v liverpool 2 henri score simpl shot 6 yard pass bergkamp give arsen 2 goal margin 78 min
ham,youve already got a flaky parent itsnot supposed to be the childs job to support the parentnot until theyre the ride age anyway im supposed to be there to support you and now ive hurt you unintentional but hurt nonetheless,"['youv', 'alreadi', 'got', 'flaki', 'parent', 'itsnot', 'suppos', 'child', 'job', 'support', 'parentnot', 'theyr', 'ride', 'age', 'anyway', 'im', 'suppos', 'support', 'ive', 'hurt', 'unintent', 'hurt', 'nonetheless']",youv alreadi got flaki parent itsnot suppos child job support parentnot theyr ride age anyway im suppos support ive hurt unintent hurt nonetheless
ham,we took hooch for a walk toaday and i fell over splat grazed my knees and everything should have stayed at home see you tomorrow,"['took', 'hooch', 'walk', 'toaday', 'fell', 'splat', 'graze', 'knee', 'everyth', 'stay', 'home', 'see', 'tomorrow']",took hooch walk toaday fell splat graze knee everyth stay home see tomorrow
ham,just dropped em off omw back now,"['drop', 'em', 'omw', 'back']",drop em omw back
ham,sitting in mu waiting for everyone to get out of my suite so i can take a shower,"['sit', 'mu', 'wait', 'everyon', 'get', 'suit', 'take', 'shower']",sit mu wait everyon get suit take shower
ham,re your call you didnt see my facebook huh,"['call', 'didnt', 'see', 'facebook', 'huh']",call didnt see facebook huh
ham,g says you never answer your texts confirmdeny,"['g', 'say', 'never', 'answer', 'text', 'confirmdeni']",g say never answer text confirmdeni
ham,its so common hearin how r u wat r u doing how was ur day so let me ask u something different did u smile today if not do it now gud evng,"['common', 'hearin', 'r', 'u', 'wat', 'r', 'u', 'ur', 'day', 'let', 'ask', 'u', 'someth', 'differ', 'u', 'smile', 'today', 'gud', 'evng']",common hearin r u wat r u ur day let ask u someth differ u smile today gud evng
ham,oh yah we never cancel leh haha,"['oh', 'yah', 'never', 'cancel', 'leh', 'haha']",oh yah never cancel leh haha
